name,graduation_rate,median_salary,student_faculty_ratio,students_with_aid,out_of_pocket_cost,startclass_rank,acceptance_rate,sat,address_short,tution,num_students,college_id,slug
University of San Diego,75%,"$56,900 USD",14:1,84%,"$35,950 USD",206,51.7%,1805,"San Diego, California",1805,"8,251",563,University-of-San-Diego
Duquesne University,76%,"$54,600 USD",13:1,99%,"$27,948 USD",207,75.6%,1687,"Pittsburgh, Pennsylvania",1687,"9,404",3620,Duquesne-University
Yeshiva University,85%,"$56,000 USD",7:1,83%,"$30,490 USD",208,80.5%,1850,"New York, New York",1850,"6,194",3018,Yeshiva-University
Rhode Island School of Design,87%,"$44,300 USD",9:1,48%,"$37,949 USD",209,37.2%,1905,"Providence, Rhode Island",1905,"2,481",3861,Rhode-Island-School-of-Design
Emerson College,81%,"$44,900 USD",13:1,71%,"$36,720 USD",210,49.0%,1815,"Boston, Massachusetts",1815,"4,479",1914,Emerson-College
Marquette University,78%,"$56,000 USD",15:1,100%,"$33,678 USD",211,74.2%,1760,"Milwaukee, Wisconsin",1760,"11,491",4608,Marquette-University
Fairfield University,82%,"$68,500 USD",12:1,92%,"$36,598 USD",212,65.0%,1725,"Fairfield, Connecticut",1725,"5,138",740,Fairfield-University
University of Connecticut-Stamford,62%,"$54,000 USD",18:1,70%,"$6,915 USD",213,62.0%,1500,"Stamford, Connecticut",1500,"1,564",6027,University-of-Connecticut-Stamford
Stevens-Henager College-West Haven,100%,"$28,500 USD",18:1,96%,"$26,403 USD",214,,,"West Haven, Utah",,,4316,Stevens-Henager-College-West-Haven
State University of New York at New Paltz,70%,"$43,600 USD",15:1,91%,"$13,813 USD",215,41.5%,1667,"New Paltz, New York",1667,"7,751",2970,State-University-of-New-York-at-New-Paltz
Hanover College,72%,"$41,900 USD",11:1,98%,"$20,901 USD",216,61.3%,1595,"Hanover, Indiana",1595,"1,133",1342,Hanover-College
Bradley University,76%,"$51,400 USD",12:1,99%,"$27,211 USD",217,65.7%,1717,"Peoria, Illinois",1717,"5,338",1135,Bradley-University
Ramapo College of New Jersey,73%,"$46,000 USD",17:1,80%,"$16,800 USD",218,53.2%,1642,"Mahwah, New Jersey",1642,"6,026",2621,Ramapo-College-of-New-Jersey
Spring Hill College,56%,"$42,800 USD",14:1,100%,"$20,376 USD",219,41.3%,1642,"Mobile, Alabama",1642,"1,479",55,Spring-Hill-College
Nebraska Methodist College of Nursing & Allied Health,68%,"$46,600 USD",12:1,100%,"$18,457 USD",220,34.3%,,"Omaha, Nebraska",,"1,000",2471,Nebraska-Methodist-College-of-Nursing-And-Allied-Health
Truman State University,72%,"$43,000 USD",16:1,99%,"$12,223 USD",221,79.0%,1912,"Kirksville, Missouri",1912,"6,208",2376,Truman-State-University
Saint Mary's College,71%,"$46,500 USD",10:1,98%,"$27,508 USD",222,80.4%,1650,"Notre Dame, Indiana",1650,"1,657",1415,Saint-Mary-s-College
Clark University,81%,"$42,800 USD",10:1,90%,"$25,982 USD",223,55.1%,1777,"Worcester, Massachusetts",1777,"3,485",1906,Clark-University
University of California-Riverside,66%,"$47,200 USD",19:1,91%,"$13,365 USD",224,55.6%,1665,"Riverside, California",1665,"21,385",274,University-of-California-Riverside
Willamette University,79%,"$49,300 USD",10:1,100%,"$32,031 USD",225,77.9%,1815,"Salem, Oregon",1815,"2,746",3552,Willamette-University
Baylor University,75%,"$48,200 USD",15:1,98%,"$34,413 USD",226,43.7%,1815,"Waco, Texas",1815,"16,787",4091,Baylor-University
Simmons College,71%,"$50,700 USD",7:1,99%,"$30,232 USD",227,57.6%,1730,"Boston, Massachusetts",1730,"5,662",1996,Simmons-College
The University of Texas at Dallas,63%,"$49,700 USD",23:1,81%,"$8,978 USD",228,61.5%,1850,"Richardson, Texas",1850,"24,554",4255,The-University-of-Texas-at-Dallas
College of the Ozarks,65%,"$32,500 USD",14:1,100%,"$13,567 USD",229,12.4%,1514,"Point Lookout, Missouri",1514,"1,441",2379,College-of-the-Ozarks
Allegheny College,79%,"$48,400 USD",10:1,100%,"$26,312 USD",230,68.3%,1735,"Meadville, Pennsylvania",1735,"1,931",3563,Allegheny-College
Luther College,76%,"$41,800 USD",12:1,100%,"$25,112 USD",231,66.9%,1662,"Decorah, Iowa",1662,"2,337",1473,Luther-College
Jewish Theological Seminary of America,98%,,5:1,73%,"$42,416 USD",232,51.9%,2072,"New York, New York",2072,359,2814,Jewish-Theological-Seminary-of-America
Lawrence University,82%,"$41,100 USD",9:1,97%,"$26,646 USD",233,68.2%,1935,"Appleton, Wisconsin",1935,"1,557",4605,Lawrence-University
Saint Anselm College,74%,"$52,800 USD",11:1,99%,"$31,316 USD",234,72.9%,1715,"Manchester, New Hampshire",1715,"1,927",2543,Saint-Anselm-College
Xavier University,76%,"$47,300 USD",11:1,99%,"$27,591 USD",235,71.6%,1615,"Cincinnati, Ohio",1615,"6,260",3422,Xavier-University
Le Moyne College,74%,"$48,500 USD",13:1,100%,"$23,588 USD",236,61.8%,1612,"Syracuse, New York",1612,"3,478",2822,Le-Moyne-College
Saint Joseph's College-New York,72%,"$52,000 USD",11:1,98%,"$15,702 USD",237,67.9%,1500,"Brooklyn, New York",1500,"4,749",2936,Saint-Joseph-s-College-New-York
University of South Carolina-Columbia,73%,"$42,200 USD",19:1,91%,"$19,434 USD",238,64.5%,1800,"Columbia, South Carolina",1800,"33,724",3913,University-of-South-Carolina-Columbia
University of Portland,75%,"$53,800 USD",14:1,98%,"$31,880 USD",239,62.0%,1792,"Portland, Oregon",1792,"4,338",3537,University-of-Portland
Mount Mercy University,73%,"$42,800 USD",14:1,100%,"$20,274 USD",240,60.7%,,"Cedar Rapids, Iowa",,"1,877",1478,Mount-Mercy-University
University of North Carolina School of the Arts,60%,"$31,200 USD",6:1,80%,"$13,375 USD",241,34.4%,1650,"Winston-Salem, North Carolina",1650,970,3109,University-of-North-Carolina-School-of-the-Arts
Marist College,80%,"$53,300 USD",16:1,90%,"$35,586 USD",242,45.0%,1745,"Poughkeepsie, New York",1745,"6,474",2840,Marist-College
Chapman University,76%,"$50,100 USD",14:1,89%,"$36,602 USD",243,47.6%,1805,"Orange, California",1805,"8,305",304,Chapman-University
Presbyterian College,68%,"$40,800 USD",11:1,100%,"$19,005 USD",244,62.3%,1580,"Clinton, South Carolina",1580,"1,379",3910,Presbyterian-College
Messiah College,76%,"$41,900 USD",12:1,100%,"$26,307 USD",245,79.0%,1675,"Mechanicsburg, Pennsylvania",1675,"3,302",3704,Messiah-College
University of St Thomas-Saint Paul,75%,"$56,200 USD",14:1,98%,"$29,415 USD",246,84.0%,1710,"Saint Paul, Minnesota",1710,"10,148",2222,University-of-St-Thomas-Saint-Paul
John Carroll University,75%,"$50,400 USD",13:1,100%,"$25,247 USD",247,82.0%,1625,"University Heights, Ohio",1625,"3,673",3284,John-Carroll-University
Cedarville University,73%,"$40,700 USD",13:1,99%,"$22,721 USD",248,74.2%,1750,"Cedarville, Ohio",1750,"3,654",3220,Cedarville-University
Elmhurst College,74%,"$48,400 USD",14:1,91%,"$23,688 USD",249,54.8%,1612,"Elmhurst, Illinois",1612,"3,298",1176,Elmhurst-College
Saint Norbert College,74%,"$43,800 USD",13:1,99%,"$23,796 USD",250,77.7%,1672,"De Pere, Wisconsin",1672,"2,180",4626,Saint-Norbert-College
Beloit College,78%,"$37,900 USD",11:1,99%,"$27,164 USD",251,68.8%,1845,"Beloit, Wisconsin",1845,"1,358",4588,Beloit-College
Christian Brothers University,57%,"$45,900 USD",11:1,100%,"$15,556 USD",252,46.0%,,"Memphis, Tennessee",,"1,842",3972,Christian-Brothers-University
University of Washington-Bothell Campus,68%,"$53,700 USD",22:1,70%,"$9,913 USD",253,78.7%,1530,"Bothell, Washington",1530,"5,277",5199,University-of-Washington-Bothell-Campus
Aquinas College-Nashville,67%,"$45,400 USD",8:1,90%,"$17,117 USD",254,51.9%,1755,"Nashville, Tennessee",1755,384,3962,Aquinas-College-Nashville
San Diego State University,66%,"$47,400 USD",28:1,66%,"$14,048 USD",255,34.4%,1680,"San Diego, California",1680,"34,254",562,San-Diego-State-University
Ohio Northern University,69%,"$58,200 USD",11:1,100%,"$23,355 USD",256,69.0%,1674,"Ada, Ohio",1674,"3,238",3342,Ohio-Northern-University
Randolph-Macon College,62%,"$44,700 USD",12:1,100%,"$26,407 USD",257,66.4%,1620,"Ashland, Virginia",1620,"1,418",4411,Randolph-Macon-College
Quinnipiac University,76%,"$57,700 USD",12:1,92%,"$35,595 USD",258,73.7%,1625,"Hamden, Connecticut",1625,"9,654",770,Quinnipiac-University
SUNY at Albany,66%,"$50,100 USD",18:1,79%,"$14,226 USD",259,56.4%,1627,"Albany, New York",1627,"17,178",2959,SUNY-at-Albany
University of Redlands,73%,"$51,500 USD",14:1,95%,"$31,686 USD",260,67.5%,1680,"Redlands, California",1680,"5,215",543,University-of-Redlands
Saint Vincent College,70%,"$45,300 USD",12:1,100%,"$20,367 USD",261,69.8%,1560,"Latrobe, Pennsylvania",1560,"1,857",3791,Saint-Vincent-College
McDaniel College,72%,"$46,500 USD",11:1,100%,"$22,177 USD",262,79.8%,1605,"Westminster, Maryland",1605,"3,003",1871,McDaniel-College
Thomas Aquinas College,80%,"$30,200 USD",11:1,74%,"$19,736 USD",263,75.1%,1915,"Santa Paula, California",1915,377,619,Thomas-Aquinas-College
Manhattan College,74%,"$61,700 USD",13:1,100%,"$32,502 USD",264,66.8%,1625,"Riverdale, New York",1625,"4,071",2835,Manhattan-College
Canisius College,67%,"$45,700 USD",11:1,97%,"$19,754 USD",265,87.0%,1597,"Buffalo, New York",1597,"3,900",2721,Canisius-College
Michigan Technological University,66%,"$61,400 USD",12:1,98%,"$16,631 USD",266,75.4%,1795,"Houghton, Michigan",1795,"7,218",2089,Michigan-Technological-University
Susquehanna University,75%,"$50,000 USD",12:1,99%,"$27,783 USD",267,76.1%,1675,"Selinsgrove, Pennsylvania",1675,"2,199",3811,Susquehanna-University
Butler University,74%,"$55,000 USD",11:1,94%,"$34,814 USD",268,70.4%,1710,"Indianapolis, Indiana",1710,"4,797",1323,Butler-University
University of Iowa,70%,"$49,100 USD",15:1,86%,"$14,558 USD",269,80.7%,1740,"Iowa City, Iowa",1740,"30,844",1466,University-of-Iowa
Coe College,67%,"$42,400 USD",11:1,100%,"$21,270 USD",270,63.4%,1701,"Cedar Rapids, Iowa",1701,"1,411",1436,Coe-College
Hobart William Smith Colleges,79%,"$48,600 USD",10:1,87%,"$38,243 USD",271,56.5%,1745,"Geneva, New York",1745,"2,351",2799,Hobart-William-Smith-Colleges
Agnes Scott College,72%,"$38,800 USD",9:1,100%,"$20,799 USD",272,61.7%,1745,"Decatur, Georgia",1745,902,974,Agnes-Scott-College
Bryant University,82%,"$64,500 USD",13:1,92%,"$36,109 USD",273,72.3%,1680,"Smithfield, Rhode Island",1680,"3,670",3851,Bryant-University
Lebanon Valley College,73%,"$46,000 USD",11:1,100%,"$26,478 USD",274,72.5%,1665,"Annville, Pennsylvania",1665,"1,918",3683,Lebanon-Valley-College
Augustana University,66%,"$41,800 USD",10:1,100%,"$19,276 USD",275,65.1%,1732,"Sioux Falls, South Dakota",1732,"1,837",3933,Augustana-University
Saint Louis University,70%,"$53,800 USD",11:1,95%,"$33,910 USD",276,63.3%,1822,"Saint Louis, Missouri",1822,"17,047",2392,Saint-Louis-University
Central College,65%,"$41,800 USD",12:1,100%,"$22,164 USD",277,64.3%,1530,"Pella, Iowa",1530,"1,274",1434,Central-College
Birmingham Southern College,62%,"$44,200 USD",13:1,100%,"$23,036 USD",278,53.1%,1635,"Birmingham, Alabama",1635,"1,346",13,Birmingham-Southern-College
Polytechnic University of Puerto Rico-Miami,100%,"$26,000 USD",6:1,100%,"$23,009 USD",279,,,"Miami, Florida",,,8195,Polytechnic-University-of-Puerto-Rico-Miami
Seattle University,77%,"$55,800 USD",11:1,93%,"$35,261 USD",280,73.0%,1750,"Seattle, Washington",1750,"7,405",4511,Seattle-University
William Jewell College,59%,"$42,300 USD",10:1,100%,"$21,753 USD",281,49.4%,1687,"Liberty, Missouri",1687,"1,063",2421,William-Jewell-College
Wheaton College-Norton,76%,"$44,100 USD",10:1,98%,"$34,150 USD",282,64.6%,,"Norton, Massachusetts",,"1,598",2012,Wheaton-College-Norton
Ursinus College,79%,"$52,100 USD",12:1,99%,"$29,205 USD",283,82.6%,1755,"Collegeville, Pennsylvania",1755,"1,643",3825,Ursinus-College
University of North Carolina Wilmington,71%,"$39,400 USD",17:1,69%,"$14,999 USD",284,61.0%,1760,"Wilmington, North Carolina",1760,"14,918",3112,University-of-North-Carolina-Wilmington
Milwaukee School of Engineering,56%,"$65,800 USD",16:1,98%,"$23,178 USD",285,65.0%,1942,"Milwaukee, Wisconsin",1942,"2,906",4615,Milwaukee-School-of-Engineering
California Lutheran University,70%,"$51,000 USD",15:1,96%,"$30,266 USD",286,61.6%,1645,"Thousand Oaks, California",1645,"4,126",252,California-Lutheran-University
SUNY Oneonta,70%,"$42,300 USD",18:1,92%,"$15,401 USD",287,48.7%,1627,"Oneonta, New York",1627,"6,119",2971,SUNY-Oneonta
Westminster College-New Wilmington,76%,"$43,500 USD",10:1,100%,"$20,727 USD",288,94.0%,1505,"New Wilmington, Pennsylvania",1505,"1,310",3838,Westminster-College-New-Wilmington
University of Central Florida,67%,"$42,900 USD",30:1,87%,"$14,366 USD",289,48.6%,1735,"Orlando, Florida",1735,"62,953",830,University-of-Central-Florida
University of South Florida-Main Campus,63%,"$41,000 USD",24:1,90%,"$11,514 USD",290,44.6%,1725,"Tampa, Florida",1725,"42,067",942,University-of-South-Florida-Main-Campus
University of New Hampshire-Main Campus,80%,"$47,600 USD",19:1,86%,"$21,995 USD",291,78.6%,1645,"Durham, New Hampshire",1645,"15,351",2530,University-of-New-Hampshire-Main-Campus
University of Minnesota-Morris,63%,"$38,900 USD",12:1,93%,"$13,352 USD",292,59.8%,1710,"Morris, Minnesota",1710,"1,856",2190,University-of-Minnesota-Morris
Carroll College,67%,"$45,500 USD",13:1,100%,"$23,789 USD",293,64.1%,1610,"Helena, Montana",1610,"1,469",2429,Carroll-College
The College of Saint Scholastica,68%,"$50,000 USD",15:1,100%,"$22,719 USD",294,61.5%,1295,"Duluth, Minnesota",1295,"4,329",2221,The-College-of-Saint-Scholastica
Hendrix College,70%,"$40,500 USD",11:1,100%,"$24,955 USD",295,82.4%,1845,"Conway, Arkansas",1845,"1,338",176,Hendrix-College
Valparaiso University,70%,"$49,000 USD",13:1,96%,"$22,136 USD",296,81.9%,1650,"Valparaiso, Indiana",1650,"4,524",1422,Valparaiso-University
Maine Maritime Academy,66%,"$78,800 USD",13:1,91%,"$21,070 USD",297,65.2%,1530,"Castine, Maine",1530,"1,028",1787,Maine-Maritime-Academy
Whittier College,67%,"$44,000 USD",12:1,94%,"$25,688 USD",298,62.6%,1556,"Whittier, California",1556,"2,187",644,Whittier-College
Missouri University of Science and Technology,63%,"$64,100 USD",19:1,96%,"$13,910 USD",299,88.1%,1755,"Rolla, Missouri",1755,"8,886",2366,Missouri-University-of-Science-and-Technology
Misericordia University,69%,"$48,100 USD",12:1,99%,"$26,848 USD",300,71.5%,1582,"Dallas, Pennsylvania",1582,"2,963",3707,Misericordia-University
Westmont College,76%,"$46,800 USD",12:1,98%,"$33,195 USD",301,81.2%,1755,"Santa Barbara, California",1755,"1,297",643,Westmont-College
St Bonaventure University,67%,"$44,100 USD",11:1,99%,"$22,765 USD",302,66.0%,1547,"Saint Bonaventure, New York",1547,"1,992",2922,St-Bonaventure-University
Calvin College,73%,"$41,700 USD",13:1,100%,"$26,012 USD",303,74.3%,1792,"Grand Rapids, Michigan",1792,"3,990",2030,Calvin-College
University of Connecticut-Avery Point,48%,"$54,000 USD",22:1,76%,"$7,426 USD",304,60.2%,1550,"Groton, Connecticut",1550,717,6026,University-of-Connecticut-Avery-Point
Citadel Military College of South Carolina,69%,"$51,900 USD",13:1,87%,"$17,162 USD",305,76.5%,1570,"Charleston, South Carolina",1570,"3,506",3880,Citadel-Military-College-of-South-Carolina
Westminster College-Fulton,69%,"$39,400 USD",14:1,100%,"$20,473 USD",306,63.7%,1537,"Fulton, Missouri",1537,951,2420,Westminster-College-Fulton
University of Missouri-Columbia,70%,"$46,000 USD",20:1,83%,"$16,026 USD",307,78.1%,1770,"Columbia, Missouri",1770,"35,424",2364,University-of-Missouri-Columbia
University of Maryland-Baltimore County,65%,"$53,700 USD",19:1,74%,"$14,741 USD",308,59.4%,1790,"Baltimore, Maryland",1790,"13,839",1839,University-of-Maryland-Baltimore-County
Linfield College-McMinnville Campus,68%,"$52,200 USD",11:1,99%,"$26,305 USD",309,83.9%,1565,"Mcminnville, Oregon",1565,"1,700",3510,Linfield-College-McMinnville-Campus
University of Mary Washington,74%,"$48,500 USD",14:1,80%,"$19,864 USD",310,82.7%,1650,"Fredericksburg, Virginia",1650,"4,647",4392,University-of-Mary-Washington
Southern Technical College-Fort Myers,100%,"$24,600 USD",12:1,90%,"$15,554 USD",311,,,"Fort Myers, Florida",,,4993,Southern-Technical-College-Fort-Myers
Cornell College,68%,"$40,900 USD",11:1,100%,"$26,427 USD",312,70.5%,1715,"Mount Vernon, Iowa",1715,"1,037",1437,Cornell-College
Hampden-Sydney College,62%,"$49,700 USD",11:1,100%,"$30,314 USD",313,54.8%,1635,"Hampden-Sydney, Virginia",1635,"1,087",4377,Hampden-Sydney-College
Drew University,69%,"$50,300 USD",10:1,98%,"$29,067 USD",314,70.3%,1665,"Madison, New Jersey",1665,"2,082",2575,Drew-University
Bridgewater College,60%,"$40,800 USD",14:1,100%,"$20,058 USD",315,49.3%,1512,"Bridgewater, Virginia",1512,"1,834",4355,Bridgewater-College
Hamline University,66%,"$47,300 USD",13:1,99%,"$22,823 USD",316,72.4%,1695,"Saint Paul, Minnesota",1695,"4,258",2162,Hamline-University
Talladega College,82%,"$25,100 USD",20:1,100%,"$12,477 USD",317,,1155,"Talladega, Alabama",1155,,58,Talladega-College
Alma College,61%,"$43,200 USD",11:1,100%,"$22,157 USD",318,67.6%,1698,"Alma, Michigan",1698,"1,385",2022,Alma-College
Salem College,64%,"$31,900 USD",11:1,98%,"$17,210 USD",319,62.2%,1635,"Winston-Salem, North Carolina",1635,"1,087",3129,Salem-College
Juniata College,75%,"$44,500 USD",13:1,100%,"$26,035 USD",320,76.9%,1740,"Huntingdon, Pennsylvania",1740,"1,583",3667,Juniata-College
Albion College,74%,"$44,900 USD",12:1,100%,"$24,197 USD",321,79.8%,1545,"Albion, Michigan",1545,"1,376",2019,Albion-College
Saint Edward's University,70%,"$44,200 USD",14:1,89%,"$22,699 USD",322,77.5%,1680,"Austin, Texas",1680,"4,620",4213,Saint-Edward-s-University
Assumption College,73%,"$53,600 USD",12:1,98%,"$28,431 USD",323,75.7%,1605,"Worcester, Massachusetts",1605,"2,675",1878,Assumption-College
Springfield College,69%,"$43,800 USD",12:1,97%,"$27,792 USD",324,64.2%,1552,"Springfield, Massachusetts",1552,"3,241",2000,Springfield-College
University of Connecticut-Tri-Campus,50%,"$54,000 USD",20:1,79%,"$6,442 USD",325,59.6%,1490,"Waterbury, Connecticut",1490,"2,300",6025,University-of-Connecticut-Tri-Campus
Pacific Lutheran University,70%,"$46,400 USD",11:1,98%,"$26,112 USD",326,75.5%,1640,"Tacoma, Washington",1640,"3,170",4499,Pacific-Lutheran-University
Pennsylvania State University-Penn State Erie-Behrend College,69%,"$47,700 USD",15:1,76%,"$22,218 USD",327,87.1%,1550,"Erie, Pennsylvania",1550,"4,327",3724,Pennsylvania-State-University-Penn-State-Erie-Behrend-College
Wartburg College,63%,"$43,000 USD",11:1,99%,"$23,605 USD",328,73.8%,1613,"Waverly, Iowa",1613,"1,537",1503,Wartburg-College
Rochester Institute of Technology,66%,"$59,300 USD",13:1,94%,"$28,779 USD",329,57.3%,1805,"Rochester, New York",1805,"16,639",2914,Rochester-Institute-of-Technology
New College of Florida,66%,,10:1,100%,"$11,203 USD",330,61.0%,1895,"Sarasota, Florida",1895,861,4897,New-College-of-Florida
George Mason University,67%,"$57,300 USD",16:1,71%,"$17,316 USD",331,68.9%,1717,"Fairfax, Virginia",1717,"33,929",4375,George-Mason-University
New Jersey Institute of Technology,58%,"$64,500 USD",17:1,91%,"$16,055 USD",332,60.8%,1780,"Newark, New Jersey",1780,"11,325",2611,New-Jersey-Institute-of-Technology
John Brown University,65%,"$46,700 USD",15:1,99%,"$19,943 USD",333,73.8%,1722,"Siloam Springs, Arkansas",1722,"2,781",179,John-Brown-University
North Central College,64%,"$45,400 USD",14:1,100%,"$23,565 USD",334,57.2%,,"Naperville, Illinois",,"2,962",1252,North-Central-College
Louisiana State University and Agricultural & Mechanical College,67%,"$45,800 USD",23:1,95%,"$13,552 USD",335,77.3%,1710,"Baton Rouge, Louisiana",1710,"31,524",1703,Louisiana-State-University-and-Agricultural-And-Mechanical-College
Ithaca College,76%,"$50,400 USD",11:1,95%,"$34,893 USD",336,67.0%,1735,"Ithaca, New York",1735,"6,769",2810,Ithaca-College
University of Dallas,66%,"$44,800 USD",10:1,98%,"$27,029 USD",337,64.0%,1800,"Irving, Texas",1800,"2,387",4117,University-of-Dallas
Bethel University-Saint Paul,71%,"$45,000 USD",12:1,100%,"$27,963 USD",338,94.9%,1758,"Saint Paul, Minnesota",1758,"3,952",2147,Bethel-University-Saint-Paul
Illinois College,64%,"$37,300 USD",11:1,100%,"$17,439 USD",339,60.5%,1435,"Jacksonville, Illinois",1435,955,1198,Illinois-College
Milligan College,60%,"$36,400 USD",13:1,99%,"$16,976 USD",340,62.4%,1600,"Milligan College, Tennessee",1600,,4021,Milligan-College
Lycoming College,64%,"$43,500 USD",13:1,100%,"$19,007 USD",341,71.2%,1520,"Williamsport, Pennsylvania",1520,"1,285",3696,Lycoming-College
Loyola University Chicago,71%,"$50,700 USD",14:1,95%,"$32,108 USD",342,71.3%,1724,"Chicago, Illinois",1724,"16,437",1230,Loyola-University-Chicago
SUNY College at Brockport,67%,"$41,300 USD",16:1,87%,"$14,190 USD",343,52.7%,1510,"Brockport, New York",1510,"8,161",2965,SUNY-College-at-Brockport
Berry College,60%,"$38,100 USD",12:1,100%,"$23,404 USD",344,55.4%,1705,"Mount Berry, Georgia",1705,"2,245",997,Berry-College
Mercer University,59%,"$46,800 USD",13:1,99%,"$20,301 USD",345,66.9%,1787,"Macon, Georgia",1787,"8,600",1047,Mercer-University
Monmouth College,58%,"$39,500 USD",11:1,100%,"$15,318 USD",346,62.4%,,"Monmouth, Illinois",,"1,197",1244,Monmouth-College
University of Colorado Boulder,70%,"$47,700 USD",18:1,62%,"$21,248 USD",347,79.6%,1777,"Boulder, Colorado",1777,"33,056",662,University-of-Colorado-Boulder
Washington College,68%,"$44,000 USD",11:1,95%,"$33,861 USD",348,54.1%,1720,"Chestertown, Maryland",1720,"1,427",1869,Washington-College
Rockhurst University,69%,"$45,600 USD",12:1,100%,"$22,939 USD",349,73.6%,1665,"Kansas City, Missouri",1665,"2,825",2388,Rockhurst-University
Fountainhead College of Technology,90%,"$37,200 USD",10:1,90%,"$19,325 USD",350,,,"Knoxville, Tennessee",,,4053,Fountainhead-College-of-Technology
Rutgers University-Newark,67%,"$54,500 USD",14:1,81%,"$10,569 USD",351,64.6%,1535,"Newark, New Jersey",1535,"11,720",2627,Rutgers-University-Newark
Lewis University,63%,"$46,500 USD",13:1,100%,"$19,986 USD",352,61.8%,1560,"Romeoville, Illinois",1560,"6,679",1224,Lewis-University
New Mexico Institute of Mining and Technology,42%,"$54,300 USD",12:1,92%,"$12,489 USD",353,24.4%,1815,"Socorro, New Mexico",1815,"2,150",2662,New-Mexico-Institute-of-Mining-and-Technology
Niagara University,65%,"$40,900 USD",13:1,99%,"$19,031 USD",354,84.7%,1547,"Niagara University, New York",1547,"4,128",2880,Niagara-University
University of Evansville,63%,"$40,600 USD",12:1,95%,"$22,041 USD",355,69.7%,1660,"Evansville, Indiana",1660,"2,495",1334,University-of-Evansville
Lake Forest College,64%,"$47,100 USD",12:1,99%,"$25,150 USD",356,55.0%,1690,"Lake Forest, Illinois",1690,"1,600",1219,Lake-Forest-College
Pennsylvania State University-Penn State Altoona,71%,"$47,700 USD",16:1,82%,"$22,318 USD",357,89.4%,1470,"Altoona, Pennsylvania",1470,"3,839",3733,Pennsylvania-State-University-Penn-State-Altoona
Point Loma Nazarene University,72%,"$48,300 USD",15:1,90%,"$30,360 USD",358,71.3%,1695,"San Diego, California",1695,"3,663",536,Point-Loma-Nazarene-University
The New England Conservatory of Music,85%,"$28,000 USD",5:1,100%,"$40,557 USD",359,32.4%,1201,"Boston, Massachusetts",1201,789,1971,The-New-England-Conservatory-of-Music
Appalachian State University,69%,"$36,400 USD",16:1,68%,"$11,508 USD",360,66.4%,1700,"Boone, North Carolina",1700,"17,932",3024,Appalachian-State-University
University of the Pacific,63%,"$68,200 USD",13:1,94%,"$33,816 USD",361,64.6%,1705,"Stockton, California",1705,"6,281",524,University-of-the-Pacific
Iowa State University,68%,"$47,800 USD",19:1,87%,"$13,647 USD",362,87.2%,1665,"Ames, Iowa",1665,"35,714",1463,Iowa-State-University
Franciscan University of Steubenville,71%,"$35,000 USD",14:1,99%,"$25,139 USD",363,78.9%,1747,"Steubenville, Ohio",1747,"2,716",3391,Franciscan-University-of-Steubenville
Nebraska Wesleyan University,68%,"$44,600 USD",11:1,100%,"$22,787 USD",364,78.8%,1597,"Lincoln, Nebraska",1597,"2,049",2480,Nebraska-Wesleyan-University
Clarke University,70%,"$41,000 USD",9:1,100%,"$23,968 USD",365,71.9%,1507,"Dubuque, Iowa",1507,"1,075",1435,Clarke-University
Robert Morris University Illinois,80%,"$31,800 USD",22:1,99%,"$18,946 USD",366,24.5%,,"Chicago, Illinois",,"3,056",1272,Robert-Morris-University-Illinois
University of La Verne,59%,"$50,200 USD",17:1,99%,"$24,462 USD",367,47.2%,1545,"La Verne, California",1545,"8,334",416,University-of-La-Verne
Northwestern College,63%,"$37,600 USD",13:1,100%,"$21,210 USD",368,72.1%,1665,"Orange City, Iowa",1665,"1,210",1482,Northwestern-College
Florida Southern College,58%,"$38,500 USD",13:1,100%,"$24,589 USD",369,45.3%,1690,"Lakeland, Florida",1690,"2,869",856,Florida-Southern-College
Martin Luther College,77%,"$39,300 USD",12:1,94%,"$17,676 USD",370,77.9%,,"New Ulm, Minnesota",,900,2154,Martin-Luther-College
University of San Francisco,69%,"$60,300 USD",14:1,74%,"$35,641 USD",371,64.4%,1735,"San Francisco, California",1735,"10,797",568,University-of-San-Francisco
Houghton College,73%,"$41,800 USD",12:1,100%,"$21,932 USD",372,94.6%,1646,"Houghton, New York",1646,"1,084",2801,Houghton-College
California State University-Long Beach,60%,"$46,500 USD",24:1,79%,"$9,597 USD",373,33.8%,1575,"Long Beach, California",1575,"37,446",266,California-State-University-Long-Beach
Bard College,74%,"$38,700 USD",10:1,70%,"$25,053 USD",374,32.2%,,"Annandale-On-Hudson, New York",,"2,332",2700,Bard-College
Taylor University,74%,"$36,500 USD",12:1,100%,"$26,718 USD",375,85.1%,1675,"Upland, Indiana",1675,"2,168",1420,Taylor-University
The University of Tennessee-Knoxville,68%,"$42,300 USD",17:1,94%,"$19,960 USD",376,76.3%,1732,"Knoxville, Tennessee",1732,"27,845",4051,The-University-of-Tennessee-Knoxville
Pennsylvania State University-Penn State Harrisburg,61%,"$47,700 USD",15:1,75%,"$20,593 USD",377,84.9%,1530,"Middletown, Pennsylvania",1530,"4,678",3736,Pennsylvania-State-University-Penn-State-Harrisburg
The California Maritime Academy,59%,"$79,400 USD",14:1,70%,"$14,788 USD",378,66.2%,1612,"Vallejo, California",1612,"1,075",286,The-California-Maritime-Academy
